,age,nationality,place_birth,sex,province,relationship,main_occupation,availability,search_work,search_reason,search_steps,search_method,search_months,main_activity,main_prof_situation,main_sector,contract_type,hours
9124,10,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,40.0
9125,6,2,3,6,20,3,4.0,S,S,6.0,S,7.0,6.0,4.0,4.0,2.0,,
9126,18,1,2,6,1,1,9.0,,N,,,,,2.0,4.0,2.0,,
9127,12,1,1,6,1,2,4.0,,N,,,,,4.0,4.0,2.0,1.0,38.0
9128,10,1,1,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9129,14,1,1,6,48,1,5.0,,N,,,,,4.0,3.0,,,
9130,10,2,3,1,48,2,7.0,,N,,,,,3.0,2.0,,,40.0
9131,5,1,1,1,48,3,3.0,,N,,,,,10.0,4.0,2.0,2.0,8.0
9132,10,1,1,1,1,2,3.0,,N,,,,,2.0,4.0,2.0,1.0,39.0
9133,10,1,2,6,20,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,41.0
9134,17,1,1,1,48,1,7.0,,N,,,,,4.0,2.0,,,
9135,11,1,1,1,1,1,8.0,,N,,,,,4.0,4.0,1.0,1.0,40.0
9136,7,1,1,6,20,3,2.0,,N,,,,,9.0,4.0,1.0,5.0,38.0
9137,9,1,3,1,1,1,5.0,S,S,6.0,S,1.0,32.0,4.0,4.0,2.0,,
9138,10,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9139,16,1,2,1,1,2,9.0,,N,,,,,2.0,4.0,2.0,,
9140,11,1,1,1,48,1,5.0,,N,,,,,4.0,2.0,,,46.0
9141,13,1,1,6,20,2,5.0,,N,,,,,10.0,4.0,2.0,,
9142,2,1,1,1,20,3,,,,,,,,,,,,
9143,18,1,1,6,20,1,,,N,,,,,,,,,
9144,18,1,2,6,20,1,9.0,,N,,,,,10.0,4.0,2.0,,
9145,4,1,1,6,48,3,,,N,,,,,,,,,
9146,10,1,1,1,48,3,9.0,,N,,,,,2.0,4.0,2.0,,
9147,12,1,1,6,48,1,5.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
9148,9,1,1,6,48,3,9.0,,N,,,,,4.0,4.0,2.0,1.0,-0.0
9149,2,1,1,1,48,3,,,,,,,,,,,,
9150,16,1,2,6,20,1,2.0,,N,,,,,9.0,4.0,2.0,,
9151,5,1,1,6,20,3,5.0,,N,,,,,4.0,4.0,2.0,5.0,10.0
9152,14,1,1,1,48,1,4.0,,N,,,,,2.0,4.0,2.0,,
9153,7,1,1,1,48,3,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
9154,6,2,3,6,48,2,,,N,,,,,,,,,
9155,13,1,1,1,48,1,5.0,,N,,,,,4.0,4.0,2.0,,
9156,3,1,1,1,1,3,,,,,,,,,,,,
9157,15,1,2,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,,
9158,17,1,1,1,20,1,5.0,,N,,,,,4.0,2.0,,,
9159,17,1,2,1,20,1,8.0,,N,,,,,2.0,4.0,2.0,,
9160,13,1,1,1,48,1,1.0,,N,,,,,8.0,2.0,,,39.0
9161,12,1,1,1,48,1,7.0,S,S,6.0,S,3.0,30.0,2.0,4.0,2.0,,
9162,5,1,1,6,48,3,5.0,,N,,,,,4.0,4.0,2.0,2.0,13.0
9163,2,1,1,6,1,3,,,,,,,,,,,,
9164,10,1,1,1,48,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,34.0
9165,2,1,1,1,20,3,,,,,,,,,,,,
9166,10,1,1,6,48,2,5.0,,N,,,,,9.0,4.0,1.0,1.0,0.0
9167,15,1,1,6,1,1,3.0,,N,,,,,4.0,4.0,2.0,,
9168,3,1,1,6,48,3,,,,,,,,,,,,
9169,16,1,2,6,48,1,8.0,,N,,,,,2.0,4.0,2.0,,
9170,11,1,1,6,1,1,1.0,,N,,,,,4.0,2.0,,,52.0
9171,3,1,1,1,48,3,,,,,,,,,,,,
9172,8,1,1,6,20,2,4.0,,N,,,,,10.0,4.0,2.0,5.0,28.0
9173,12,1,1,6,48,2,8.0,,N,,,,,2.0,4.0,2.0,1.0,-0.0
9174,5,1,1,1,20,3,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9175,15,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
9176,8,1,1,1,48,1,3.0,,N,,,,,4.0,4.0,2.0,1.0,-0.0
9177,2,1,1,1,1,3,,,,,,,,,,,,
9178,15,1,2,1,48,1,3.0,,N,,,,,2.0,4.0,2.0,,
9179,10,1,1,6,20,1,5.0,,N,,,,,10.0,4.0,2.0,1.0,40.0
9180,15,1,2,6,20,2,9.0,,N,,,,,2.0,4.0,2.0,,
9181,15,1,2,6,1,1,9.0,,N,,,,,9.0,4.0,2.0,,
9182,13,1,1,1,48,1,5.0,,N,,,,,9.0,4.0,1.0,,
9183,11,1,3,6,48,1,9.0,,N,,,,,10.0,4.0,2.0,1.0,19.0
9184,10,1,3,6,20,1,9.0,S,S,6.0,S,1.0,31.0,4.0,4.0,2.0,,
9185,14,1,1,6,1,2,5.0,,N,,,,,4.0,5.0,,,
9186,10,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,36.0
9187,12,1,1,6,1,1,1.0,,N,,,,,10.0,2.0,,,40.0
9188,11,1,1,6,1,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,29.0
9189,2,1,1,1,48,3,,,,,,,,,,,,
9190,3,1,1,1,1,3,,,,,,,,,,,,
9191,10,1,1,6,20,2,4.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9192,8,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,2.0,1.0,39.0
9193,4,1,2,1,48,3,,N,S,6.0,S,7.0,6.0,,,,,
9194,10,1,1,6,1,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,34.0
9195,10,1,1,1,48,1,7.0,,N,,,,,3.0,2.0,,,40.0
9196,6,1,1,6,20,3,4.0,,N,,,,,9.0,4.0,2.0,1.0,24.0
9197,11,1,1,6,48,2,5.0,,N,,,,,9.0,4.0,2.0,1.0,33.0
9198,10,1,1,1,20,3,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9199,10,1,1,1,20,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9200,13,1,1,6,48,2,,,N,,,,,,,,,
9201,11,1,1,6,48,1,3.0,,N,,,,,10.0,4.0,2.0,1.0,38.0
9202,14,1,2,1,1,1,5.0,,N,,,,,9.0,2.0,2.0,,
9203,5,1,2,1,1,3,,N,S,6.0,S,4.0,5.0,,,,,
9204,10,1,1,1,1,2,4.0,,N,,,,,4.0,4.0,2.0,1.0,39.0
9205,11,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9206,11,1,1,1,48,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
9207,8,1,2,6,20,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9208,3,1,1,6,48,3,,,,,,,,,,,,
9209,15,1,1,1,20,1,8.0,,N,,,,,2.0,4.0,2.0,,
9210,9,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,39.0
9211,11,1,1,1,48,1,4.0,,N,,,,,6.0,4.0,2.0,,
9212,8,1,1,6,20,1,,,N,,,,,,,,,
9213,16,1,1,1,20,1,8.0,,N,,,,,2.0,4.0,2.0,,
9214,11,1,1,6,20,2,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9215,18,1,2,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
9216,14,1,1,6,48,1,5.0,,N,,,,,4.0,2.0,,,
9217,4,1,1,1,48,3,,,N,,,,,,,,,
9218,14,1,1,6,20,1,4.0,,N,,,,,7.0,4.0,2.0,1.0,40.0
9219,8,1,1,1,20,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,-0.0
9220,12,1,1,6,20,2,9.0,S,S,6.0,S,4.0,54.0,10.0,4.0,2.0,,
9221,11,1,1,6,20,1,3.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
9222,10,1,1,6,20,2,5.0,,N,,,,,9.0,4.0,1.0,1.0,10.0
9223,14,1,1,6,48,1,9.0,,N,,,,,8.0,4.0,2.0,,
9224,14,1,1,6,20,2,4.0,,N,,,,,2.0,3.0,,,
9225,1,1,1,6,1,3,,,,,,,,,,,,
9226,10,1,1,6,20,2,5.0,,N,,,,,4.0,4.0,2.0,2.0,14.0
9227,11,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,-0.0
9228,12,1,1,6,48,1,4.0,,N,,,,,4.0,4.0,2.0,,
9229,5,1,1,1,48,3,7.0,,N,,,,,2.0,4.0,2.0,5.0,40.0
9230,15,1,2,6,20,1,5.0,,N,,,,,10.0,4.0,2.0,,
9231,11,2,3,6,20,1,9.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
9232,10,1,1,1,20,1,1.0,,N,,,,,9.0,4.0,1.0,,
9233,11,1,1,6,48,1,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9234,11,1,2,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,,
9235,9,1,3,6,20,2,9.0,S,S,4.0,S,4.0,16.0,10.0,4.0,2.0,1.0,11.0
9236,14,1,2,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
9237,6,1,1,1,48,3,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
9238,9,1,1,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9239,10,2,3,6,1,1,2.0,,N,,,,,9.0,4.0,2.0,2.0,23.0
9240,16,1,1,1,1,1,2.0,,N,,,,,3.0,4.0,2.0,,
9241,1,1,1,6,48,3,,,,,,,,,,,,
9242,7,1,1,6,20,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,20.0
9243,16,1,2,6,48,1,4.0,,N,,,,,4.0,4.0,2.0,,
9244,14,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,1.0,,
9245,3,1,1,6,48,3,,,N,,,,,,,,,
9246,3,1,1,6,20,3,,,,,,,,,,,,
9247,9,1,1,6,48,1,9.0,S,S,6.0,S,4.0,23.0,4.0,4.0,2.0,,
9248,12,1,3,6,48,2,9.0,,N,,,,,8.0,4.0,2.0,1.0,37.0
9249,1,2,1,1,1,3,,,,,,,,,,,,
9250,6,1,1,6,48,3,2.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
9251,11,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
9252,9,1,3,6,48,2,5.0,N,S,3.0,S,7.0,13.0,10.0,4.0,2.0,1.0,38.0
9253,13,1,2,6,48,1,9.0,,N,,,,,10.0,4.0,2.0,,
9254,15,1,2,1,20,1,8.0,,N,,,,,2.0,4.0,2.0,,
9255,8,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9256,15,1,2,6,48,1,,,N,,,,,,,,,
9257,8,1,1,1,48,3,8.0,S,S,4.0,S,4.0,18.0,2.0,4.0,2.0,1.0,40.0
9258,12,1,1,6,1,1,2.0,,N,,,,,9.0,2.0,1.0,,
9259,4,1,1,6,48,3,,,N,,,,,,,,,
9260,4,1,1,1,20,3,,,N,,,,,,,,,
9261,12,1,1,6,20,2,3.0,,N,,,,,5.0,4.0,2.0,,
9262,3,1,1,6,20,3,,,,,,,,,,,,
9263,14,1,1,1,20,1,3.0,,N,,,,,2.0,4.0,2.0,,
9264,9,1,1,6,20,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,17.0
9265,16,1,2,6,48,1,3.0,,N,,,,,10.0,4.0,2.0,,
9266,11,1,1,6,20,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,38.0
9267,13,1,1,6,20,2,5.0,,N,,,,,9.0,4.0,1.0,,
9268,2,1,1,1,48,3,,,,,,,,,,,,
9269,17,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,2.0,,
9270,5,1,1,6,20,3,3.0,,N,,,,,10.0,4.0,1.0,,
9271,10,1,1,1,20,1,5.0,,N,,,,,9.0,4.0,1.0,1.0,-0.0
9272,10,1,1,1,48,1,3.0,,N,,,,,9.0,4.0,1.0,1.0,34.0
9273,11,1,1,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9274,13,1,1,1,1,1,2.0,,N,,,,,9.0,4.0,2.0,,
9275,14,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
9276,9,1,1,6,48,2,5.0,S,S,6.0,S,4.0,3.0,3.0,4.0,2.0,,
9277,10,1,1,1,48,1,8.0,,N,,,,,3.0,4.0,2.0,5.0,40.0
9278,8,1,1,1,48,3,5.0,S,S,6.0,S,7.0,64.0,4.0,4.0,2.0,,
9279,13,1,1,6,48,2,9.0,,N,,,,,10.0,4.0,2.0,5.0,6.0
9280,16,1,2,1,1,1,9.0,,N,,,,,2.0,4.0,2.0,,
9281,13,1,1,6,20,2,5.0,,N,,,,,4.0,2.0,,,40.0
9282,7,1,1,6,1,2,5.0,S,S,3.0,S,7.0,4.0,4.0,4.0,2.0,5.0,16.0
9283,15,1,1,6,1,2,2.0,,N,,,,,9.0,4.0,2.0,,
9284,9,2,3,6,1,2,9.0,,N,,,,,8.0,4.0,2.0,1.0,22.0
9285,16,1,1,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,,
9286,3,1,1,1,20,3,,,,,,,,,,,,
9287,10,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9288,6,1,1,1,48,3,9.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
9289,4,1,1,6,48,3,,,N,,,,,,,,,
9290,16,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
9291,8,2,3,1,1,1,9.0,S,S,3.0,S,5.0,8.0,4.0,4.0,2.0,1.0,28.0
9292,3,1,1,1,48,3,,,,,,,,,,,,
9293,16,1,2,1,48,2,8.0,,N,,,,,3.0,2.0,,,
9294,6,1,1,6,20,3,2.0,,N,,,,,9.0,4.0,2.0,1.0,12.0
9295,9,1,3,1,48,4,8.0,,N,,,,,4.0,4.0,2.0,1.0,38.0
9296,8,1,1,6,20,2,2.0,,N,,,,,8.0,4.0,2.0,1.0,41.0
9297,11,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
9298,12,1,1,1,20,1,5.0,,N,,,,,4.0,3.0,,,69.0
9299,3,1,1,6,1,3,,,N,,,,,,,,,
9300,10,1,2,6,48,2,1.0,,N,,,,,8.0,4.0,2.0,1.0,0.0
9301,15,1,1,6,1,2,6.0,,N,,,,,1.0,2.0,,,
9302,14,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
9303,15,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
9304,14,1,1,1,1,1,7.0,,N,,,,,2.0,4.0,2.0,,
9305,6,1,1,6,20,2,4.0,,N,,,,,9.0,4.0,1.0,5.0,37.0
9306,7,1,1,1,48,1,2.0,,N,,,,,9.0,4.0,2.0,1.0,40.0
9307,10,1,1,6,1,2,5.0,,N,,,,,10.0,4.0,2.0,1.0,20.0
9308,17,1,2,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,,
9309,14,1,2,6,48,1,9.0,,N,,,,,8.0,4.0,2.0,,
9310,8,1,1,6,20,3,4.0,,N,,,,,6.0,4.0,2.0,1.0,37.0
9311,2,1,1,6,20,3,,,,,,,,,,,,
9312,10,1,3,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
9313,14,1,1,6,20,1,9.0,,N,,,,,8.0,4.0,2.0,,
9314,11,1,1,6,20,1,5.0,,N,,,,,9.0,4.0,2.0,1.0,32.0
9315,13,1,1,6,48,2,,,N,,,,,,,,,
9316,12,1,1,1,1,3,8.0,,N,,,,,2.0,4.0,2.0,1.0,-0.0
9317,5,1,1,6,20,3,2.0,,N,,,,,9.0,4.0,1.0,5.0,32.0
9318,18,1,1,6,48,1,,,N,,,,,,,,,
9319,6,1,1,6,20,3,4.0,,N,,,,,9.0,4.0,1.0,5.0,38.0
9320,12,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,,,
9321,14,1,2,6,20,2,9.0,,N,,,,,1.0,4.0,2.0,,
9322,12,1,1,6,20,2,4.0,,N,,,,,9.0,4.0,2.0,1.0,31.0
9323,11,1,1,1,1,2,1.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
9324,12,1,1,6,48,1,4.0,,N,,,,,9.0,4.0,1.0,5.0,38.0
9325,11,1,1,1,48,3,9.0,,N,,,,,4.0,4.0,2.0,,
9326,11,1,2,6,20,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,39.0
9327,5,1,1,6,48,3,,,N,,,,,,,,,
9328,4,1,1,6,48,3,,,N,,,,,,,,,
9329,14,1,1,1,20,1,8.0,,N,,,,,2.0,4.0,2.0,,
9330,14,1,1,6,20,2,4.0,,N,,,,,9.0,4.0,1.0,,
9331,12,1,1,6,1,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,20.0
9332,14,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
9333,13,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,36.0
9334,13,1,1,1,20,1,7.0,,N,,,,,3.0,2.0,,,41.0
9335,2,2,1,6,48,3,,,,,,,,,,,,
9336,3,1,1,6,1,3,,,,,,,,,,,,
9337,10,1,1,6,48,2,2.0,,N,,,,,2.0,4.0,2.0,1.0,35.0
9338,10,1,1,1,48,1,7.0,,N,,,,,3.0,4.0,2.0,1.0,40.0
9339,10,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,31.0
9340,9,1,2,6,1,2,2.0,,N,,,,,10.0,4.0,2.0,1.0,20.0
9341,12,1,1,6,48,1,9.0,S,S,6.0,S,7.0,5.0,8.0,4.0,2.0,,
9342,7,1,1,1,20,1,3.0,,N,,,,,10.0,4.0,2.0,1.0,40.0
9343,8,1,1,6,1,2,2.0,S,S,6.0,S,1.0,11.0,9.0,4.0,1.0,,
9344,12,1,1,6,1,2,4.0,,N,,,,,9.0,4.0,1.0,1.0,-0.0
9345,9,1,3,6,20,2,9.0,S,S,6.0,S,5.0,5.0,4.0,4.0,2.0,,
9346,13,1,1,6,20,4,8.0,,N,,,,,2.0,4.0,2.0,,
9347,12,1,1,6,20,1,4.0,,N,,,,,9.0,4.0,1.0,5.0,32.0
9348,15,1,1,6,48,1,8.0,,N,,,,,2.0,4.0,2.0,,
9349,1,1,1,1,20,3,,,,,,,,,,,,
9350,11,1,1,1,20,2,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9351,2,1,1,6,1,3,,,,,,,,,,,,
9352,10,1,3,6,20,1,2.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
9353,8,1,1,1,20,3,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
9354,16,1,2,6,20,1,8.0,,N,,,,,2.0,4.0,2.0,,
9355,18,1,2,1,20,1,7.0,,N,,,,,3.0,4.0,2.0,,
9356,12,1,1,6,20,2,9.0,,N,,,,,6.0,4.0,2.0,,
9357,11,1,2,6,1,2,5.0,,N,,,,,9.0,4.0,2.0,1.0,25.0
9358,11,1,1,6,1,1,5.0,,N,,,,,9.0,4.0,2.0,1.0,41.0
9359,11,1,1,1,20,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,17.0
9360,3,1,1,6,20,3,,,,,,,,,,,,
9361,9,1,1,1,48,1,1.0,,N,,,,,4.0,1.0,,,40.0
9362,13,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
9363,11,1,1,1,20,1,7.0,,N,,,,,3.0,2.0,,,47.0
9364,2,1,1,6,20,3,,,,,,,,,,,,
9365,12,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
9366,13,1,1,6,20,2,8.0,,N,,,,,2.0,4.0,2.0,,
9367,2,1,1,1,20,3,,,,,,,,,,,,
9368,17,1,1,1,20,1,1.0,,N,,,,,4.0,2.0,,,
9369,10,1,1,6,20,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,28.0
9370,3,2,3,6,20,3,,,N,,,,,,,,,
9371,4,1,1,1,20,3,5.0,,N,,,,,4.0,4.0,2.0,1.0,14.0
9372,6,1,1,6,20,3,2.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
9373,10,1,1,6,20,1,2.0,,N,,,,,8.0,4.0,2.0,1.0,-0.0
9374,16,1,2,6,48,1,9.0,,N,,,,,4.0,4.0,2.0,,
9375,17,1,2,6,1,1,8.0,,N,,,,,2.0,4.0,2.0,,
9376,14,1,2,6,48,2,3.0,,N,,,,,6.0,4.0,2.0,,
9377,16,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,,
9378,4,1,1,1,1,3,,,N,,,,,,,,,
9379,8,1,1,1,48,1,5.0,,N,,,,,9.0,4.0,2.0,1.0,24.0
9380,3,1,1,6,1,3,,,,,,,,,,,,
9381,4,1,1,1,48,3,,,N,,,,,,,,,
9382,4,1,1,1,20,3,,,N,,,,,,,,,
9383,4,1,1,6,1,3,,,N,,,,,,,,,
9384,5,1,1,1,48,3,9.0,,N,,,,,4.0,4.0,2.0,,
9385,8,1,1,6,1,2,2.0,,N,,,,,9.0,4.0,1.0,5.0,41.0
9386,14,1,1,1,20,1,4.0,,N,,,,,2.0,4.0,2.0,,
9387,12,1,1,6,1,1,4.0,,N,,,,,9.0,4.0,1.0,,
9388,16,1,1,6,1,1,9.0,,N,,,,,9.0,4.0,1.0,,
9389,5,2,3,1,48,4,,,N,,,,,,,,,
9390,14,1,2,1,20,1,3.0,,N,,,,,2.0,4.0,2.0,,
9391,15,1,2,1,20,1,2.0,,N,,,,,8.0,2.0,,,
9392,10,1,1,6,20,2,5.0,,N,,,,,8.0,4.0,2.0,5.0,31.0
9393,1,1,1,6,48,3,,,,,,,,,,,,
9394,4,1,1,1,48,3,,,N,,,,,,,,,
9395,16,1,2,1,48,1,9.0,,N,,,,,3.0,4.0,2.0,,
9396,12,1,1,6,1,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,29.0
9397,10,1,1,1,20,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9398,16,1,1,1,1,1,6.0,,N,,,,,8.0,2.0,,,
9399,2,1,1,1,20,3,,,,,,,,,,,,
9400,15,1,1,6,20,1,5.0,,N,,,,,9.0,4.0,1.0,,
9401,17,1,2,6,20,1,9.0,,N,,,,,8.0,4.0,2.0,,
9402,15,1,1,1,48,1,8.0,,N,,,,,4.0,2.0,,,
9403,9,2,3,1,48,4,,,N,,,,,,,,,
9404,11,1,1,6,20,2,1.0,,N,,,,,4.0,2.0,,,41.0
9405,8,1,1,6,1,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,40.0
9406,13,1,1,1,48,2,7.0,,N,,,,,3.0,4.0,2.0,,
9407,3,1,1,1,48,3,,,,,,,,,,,,
9408,16,1,2,6,48,1,5.0,,N,,,,,10.0,1.0,,,
9409,1,1,1,1,48,3,,,,,,,,,,,,
9410,13,1,1,6,20,1,5.0,,N,,,,,9.0,4.0,2.0,,
9411,17,1,2,1,1,1,7.0,,N,,,,,2.0,4.0,2.0,,
9412,8,1,1,6,48,3,5.0,,N,,,,,9.0,4.0,2.0,1.0,40.0
9413,17,1,2,6,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
9414,8,1,1,6,20,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
9415,8,1,1,1,1,1,7.0,,N,,,,,3.0,4.0,2.0,1.0,40.0
9416,3,1,1,6,20,3,,,,,,,,,,,,
9417,14,1,2,6,1,1,8.0,,N,,,,,2.0,4.0,2.0,,
9418,3,1,1,1,20,3,,,,,,,,,,,,
9419,9,2,3,1,20,1,8.0,,N,,,,,4.0,1.0,,,47.0
9420,6,1,1,6,20,3,2.0,,N,,,,,9.0,4.0,1.0,5.0,16.0
9421,10,1,1,1,48,1,3.0,S,S,6.0,S,7.0,88.0,8.0,4.0,,,
9422,10,1,1,1,1,1,2.0,,N,,,,,2.0,4.0,2.0,1.0,29.0
9423,1,1,1,6,20,3,,,,,,,,,,,,
9424,14,1,1,6,48,1,2.0,S,S,6.0,S,4.0,2.0,9.0,4.0,2.0,,
9425,1,1,1,1,48,3,,,,,,,,,,,,
9426,17,1,2,6,48,1,9.0,,N,,,,,8.0,4.0,2.0,,
9427,5,1,1,6,1,3,5.0,,N,,,,,4.0,4.0,2.0,,
9428,17,1,1,6,20,1,,,N,,,,,,,,,
9429,15,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
9430,11,1,1,1,20,1,7.0,,N,,,,,3.0,2.0,,,40.0
9431,10,1,1,1,1,2,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9432,9,1,1,6,1,1,3.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
9433,12,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,2.0,1.0,38.0
9434,4,1,1,6,48,3,,,N,,,,,,,,,
9435,8,1,1,1,48,1,2.0,,N,,,,,8.0,4.0,2.0,1.0,39.0
9436,11,1,1,1,48,1,3.0,,N,,,,,6.0,4.0,2.0,1.0,31.0
9437,14,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,,
9438,18,1,1,6,20,1,9.0,,N,,,,,10.0,4.0,2.0,,
9439,15,1,2,6,20,2,5.0,,N,,,,,4.0,2.0,,,
9440,8,1,1,1,48,3,2.0,,N,,,,,9.0,4.0,2.0,1.0,40.0
9441,13,1,1,6,1,2,6.0,,N,,,,,1.0,2.0,,,
9442,7,2,3,1,48,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9443,16,1,1,1,48,1,8.0,,N,,,,,4.0,4.0,2.0,,
9444,5,1,1,1,48,3,,N,S,6.0,S,7.0,12.0,,,,,
9445,9,1,1,6,20,2,2.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
9446,3,1,1,6,20,3,,,,,,,,,,,,
9447,11,1,1,1,20,1,9.0,,N,,,,,2.0,4.0,2.0,1.0,37.0
9448,17,1,2,6,20,1,9.0,,N,,,,,10.0,4.0,2.0,,
9449,2,1,1,6,1,3,,,,,,,,,,,,
9450,16,1,2,1,48,1,7.0,,N,,,,,3.0,4.0,2.0,,
9451,9,1,1,1,48,3,8.0,,N,,,,,2.0,4.0,2.0,5.0,40.0
9452,3,1,1,6,20,3,,,N,,,,,,,,,
9453,14,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
9454,10,1,1,6,1,2,3.0,,N,,,,,5.0,4.0,2.0,1.0,37.0
9455,8,1,1,1,1,2,3.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
9456,1,1,1,1,20,3,,,,,,,,,,,,
9457,15,1,1,6,20,2,4.0,,N,,,,,4.0,2.0,,,
9458,13,1,1,6,20,2,4.0,,N,,,,,5.0,4.0,2.0,,
9459,12,1,1,1,20,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
9460,15,1,2,1,20,1,3.0,,N,,,,,4.0,2.0,,,
9461,11,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,39.0
9462,4,1,1,1,20,3,,,N,,,,,,,,,
9463,10,1,1,1,20,1,1.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
9464,5,1,1,1,20,3,,,N,,,,,,,,,
9465,16,1,1,6,20,2,8.0,,N,,,,,2.0,4.0,2.0,,
9466,7,1,1,1,20,3,2.0,,N,,,,,8.0,4.0,2.0,,
9467,12,2,3,6,48,1,5.0,,N,,,,,10.0,4.0,2.0,1.0,5.0
9468,13,1,1,1,1,1,7.0,,N,,,,,3.0,2.0,,,40.0
