"rowid","household_number","survey_year","reference_quarter","province","capital","sex","place_birth","age","nationality","formal_educ_system","professional_training","retirement_status","household_duties","part-time_empl","reason_reduced_work","search_work","search_reason","JORB","search_steps","search_method","search_months","availability","relation_to_activity1","relation_to_activity2","main_occupation","main_activity","main_prof_situation","main_sector","contract_type","hours","relationship","elevator","matricule"
11648,5097,2023,1,20,9,6,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,9,4,1,1,36,2,"173.9674","11648_5097"
11649,5097,2023,1,20,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"167.152","11649_5097"
11650,5097,2023,1,20,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"151.6845","11650_5097"
11651,5098,2023,1,1,2,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"187.5754","11651_5098"
11652,5098,2023,1,1,2,1,1,3,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"189.5707","11652_5098"
11653,5098,2023,1,1,2,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,40,2,"206.2286","11653_5098"
11654,5098,2023,1,1,2,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"199.8013","11654_5098"
11655,5098,2023,1,1,2,6,1,10,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,4,3,4,2,1,32,1,"199.7711","11655_5098"
11656,5099,2023,1,20,9,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,3,NA,NA,NA,1,"110.399","11656_5099"
11657,5099,2023,1,20,9,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,2,"117.1653","11657_5099"
11658,5100,2023,1,48,1,1,1,12,1,"N","N",4,3,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,8,4,2,1,40,1,"182.1154","11658_5100"
11659,5100,2023,1,48,1,6,1,11,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,1,25,2,"169.4586","11659_5100"
11660,5100,2023,1,48,1,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"182.6434","11660_5100"
11661,5101,2023,1,48,9,6,2,18,1,"N","S",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,1,NA,NA,1,"170.8706","11661_5101"
11662,5102,2023,1,48,9,1,2,15,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,4,2,4,2,NA,NA,1,"160.5117","11662_5102"
11663,5102,2023,1,48,9,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,2,3,NA,NA,NA,2,"160.4736","11663_5102"
11664,5103,2023,1,20,9,6,1,13,1,"N","N",4,1,NA,NA,"S",6,2,"S",7,27,"S",2,5,5,4,4,2,NA,NA,1,"117.9898","11664_5103"
11665,5104,2023,1,20,3,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,9,4,1,NA,NA,1,"118.7357","11665_5104"
11666,5105,2023,1,1,9,1,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,1,"55.6741","11666_5105"
11667,5106,2023,1,48,1,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,2,NA,NA,1,"287.5856","11667_5106"
11668,5106,2023,1,48,1,1,1,9,1,"N","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,NA,NA,NA,NA,NA,NA,3,"217.3852","11668_5106"
11669,5107,2023,1,48,9,1,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,6,3,NA,NA,NA,1,"160.0654","11669_5107"
11670,5107,2023,1,48,9,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,9,4,1,NA,NA,2,"160.0275","11670_5107"
11671,5108,2023,1,1,9,6,1,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,6,1,2,NA,NA,NA,1,"32.5627","11671_5108"
11672,5109,2023,1,48,1,1,1,11,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,7,3,2,NA,NA,0,1,"261.2931","11672_5109"
11673,5110,2023,1,1,2,6,1,13,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,9,4,4,2,1,25,1,"194.2724","11673_5110"
11674,5111,2023,1,20,9,1,1,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,1,"118.0183","11674_5111"
11675,5111,2023,1,20,9,6,1,17,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,2,"125.2516","11675_5111"
11676,5112,2023,1,20,9,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,3,4,2,1,40,1,"163.557","11676_5112"
11677,5113,2023,1,20,9,6,1,16,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,1,"141.061","11677_5113"
11678,5114,2023,1,48,9,6,2,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,1,"327.9635","11678_5114"
11679,5114,2023,1,48,9,1,1,10,1,"N","N",3,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,4,2,4,2,NA,NA,3,"247.9067","11679_5114"
11680,5114,2023,1,48,9,6,1,11,1,"N","N",4,1,NA,NA,"S",6,3,"S",4,87,"S",2,5,5,10,4,2,NA,NA,3,"224.0499","11680_5114"
11681,5115,2023,1,48,1,1,2,15,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,2,4,2,NA,NA,1,"155.9634","11681_5115"
11682,5115,2023,1,48,1,6,2,14,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,2,"155.9264","11682_5115"
11683,5116,2023,1,48,9,6,1,10,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,8,4,2,1,40,1,"199.064","11683_5116"
11684,5117,2023,1,48,9,6,1,13,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,8,4,2,NA,NA,1,"298.4999","11684_5117"
11685,5117,2023,1,48,9,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,9,4,1,1,40,2,"186.6346","11685_5117"
11686,5117,2023,1,48,9,1,1,6,1,"N","S",4,3,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,9,4,1,3,40,3,"248.8455","11686_5117"
11687,5118,2023,1,20,9,1,2,18,1,"N","N",2,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,2,4,2,NA,NA,1,"114.1681","11687_5118"
11688,5118,2023,1,20,9,6,2,18,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,2,"121.1655","11688_5118"
11689,5119,2023,1,1,2,6,2,18,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,1,"163.0348","11689_5119"
11690,5120,2023,1,48,1,1,1,13,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,7,3,2,NA,NA,0,1,"238.7917","11690_5120"
11691,5121,2023,1,48,9,1,2,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,3,NA,NA,40,1,"218.9378","11691_5121"
11692,5121,2023,1,48,9,6,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,5,38,2,"179.7079","11692_5121"
11693,5121,2023,1,48,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"194.6711","11693_5121"
11694,5122,2023,1,1,2,6,2,14,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,4,5,NA,NA,NA,1,"132.7879","11694_5122"
11695,5122,2023,1,1,2,1,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,2,"126.5705","11695_5122"
11696,5123,2023,1,20,9,1,1,10,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,2,9,4,2,1,48,1,"179.724","11696_5123"
11697,5124,2023,1,48,1,1,1,6,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,2,4,2,1,40,1,"289.51","11697_5124"
11698,5125,2023,1,20,9,6,2,12,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,1,"180.7165","11698_5125"
11699,5125,2023,1,20,9,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,35,2,"176.8653","11699_5125"
11700,5125,2023,1,20,9,6,2,5,1,"N","N",4,3,NA,NA,"S",6,2,"S",3,2,"S",2,6,2,9,4,1,NA,NA,3,"199.9812","11700_5125"
11701,5125,2023,1,20,9,6,2,5,1,"S","N",4,2,2,2,"N",NA,NA,"",NA,NA,"",1,2,3,7,2,NA,NA,25,3,"167.6554","11701_5125"
11702,5126,2023,1,48,1,6,1,11,1,"N","N",3,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,2,NA,NA,1,"221.7007","11702_5126"
11703,5127,2023,1,48,9,6,1,12,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,25,1,"246.8986","11703_5127"
11704,5127,2023,1,48,9,1,1,12,1,"N","N",3,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,2,"264.3586","11704_5127"
11705,5127,2023,1,48,9,6,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,4,1,NA,NA,40,4,"227.3244","11705_5127"
11706,5127,2023,1,48,9,1,1,7,1,"N","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,8,10,4,2,NA,NA,3,"305.9791","11706_5127"
11707,5128,2023,1,1,2,6,3,12,1,"N","N",4,1,NA,NA,"S",6,2,"S",3,38,"S",2,5,9,4,4,2,NA,NA,1,"160.8296","11707_5128"
11708,5128,2023,1,1,2,6,3,8,1,"N","N",4,3,NA,NA,"S",6,2,"S",1,99,"S",3,6,NA,NA,NA,NA,NA,NA,3,"168.1504","11708_5128"
11709,5129,2023,1,48,9,6,1,12,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,8,4,2,NA,NA,1,"212.3198","11709_5129"
11710,5129,2023,1,48,9,6,1,7,1,"S","S",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,3,5,4,3,NA,NA,10,3,"269.8398","11710_5129"
11711,5129,2023,1,48,9,6,1,6,1,"S","S",4,1,NA,NA,"S",6,1,"S",7,0,"S",2,5,5,4,4,2,NA,NA,3,"283.8999","11711_5129"
11712,5130,2023,1,1,9,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,9,4,1,NA,NA,1,"22.0327","11712_5130"
11713,5130,2023,1,1,9,6,1,13,1,"N","N",3,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,1,NA,NA,2,"23.115","11713_5130"
11714,5131,2023,1,48,9,6,1,18,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,5,4,2,NA,NA,NA,4,"87.8361","11714_5131"
11715,5131,2023,1,48,9,6,1,14,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,10,2,NA,NA,NA,1,"87.8361","11715_5131"
11716,5131,2023,1,48,9,1,1,14,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,8,2,4,2,NA,NA,2,"87.8569","11716_5131"
11717,5132,2023,1,48,9,1,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,5,35,1,"146.3579","11717_5132"
11718,5132,2023,1,48,9,6,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,1,35,2,"111.8605","11718_5132"
11719,5133,2023,1,1,2,1,1,10,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,8,4,4,1,5,32,1,"217.373","11719_5133"
11720,5134,2023,1,48,9,6,3,12,2,"N","N",4,1,2,2,"S",4,4,"S",5,54,"S",1,3,9,10,4,2,1,10,1,"293.9081","11720_5134"
11721,5135,2023,1,48,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"229.1921","11721_5135"
11722,5135,2023,1,48,9,6,1,1,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"229.1921","11722_5135"
11723,5135,2023,1,48,9,6,1,9,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,5,35,2,"255.1521","11723_5135"
11724,5135,2023,1,48,9,1,1,9,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,4,4,2,5,40,1,"263.1174","11724_5135"
11725,5136,2023,1,20,3,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,6,4,2,NA,NA,1,"240.7204","11725_5136"
11726,5136,2023,1,20,3,6,3,9,2,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,4,4,2,5,40,4,"166.6731","11726_5136"
11727,5136,2023,1,20,3,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,40,3,"183.9687","11727_5136"
11728,5136,2023,1,20,3,1,3,3,2,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,4,"179.7188","11728_5136"
11729,5136,2023,1,20,3,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,6,4,2,NA,NA,2,"255.4741","11729_5136"
11730,5137,2023,1,48,9,6,1,11,1,"N","N",4,1,1,2,"S",1,1,"S",8,60,"S",1,2,5,4,2,NA,NA,40,1,"188.7744","11730_5137"
11731,5137,2023,1,48,9,1,1,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"207.2143","11731_5137"
11732,5138,2023,1,1,2,6,1,8,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,9,4,1,1,35,1,"167.5559","11732_5138"
11733,5138,2023,1,1,2,1,2,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,9,4,1,1,37,2,"175.4178","11733_5138"
11734,5138,2023,1,1,2,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"166.2241","11734_5138"
11735,5139,2023,1,48,9,6,1,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,2,"166.4549","11735_5139"
11736,5139,2023,1,48,9,1,1,17,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,2,4,2,NA,NA,1,"166.4944","11736_5139"
11737,5140,2023,1,48,9,1,2,18,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,2,4,2,NA,NA,1,"202.0906","11737_5140"
11738,5141,2023,1,1,9,6,1,13,1,"N","N",3,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,10,2,NA,NA,NA,1,"39.3211","11738_5141"
11739,5142,2023,1,48,9,6,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,5,4,2,1,35,1,"203.4521","11739_5142"
11740,5142,2023,1,48,9,1,2,10,1,"N","S",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,2,8,4,2,1,0,2,"231.028","11740_5142"
11741,5142,2023,1,48,9,1,1,3,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"220.843","11741_5142"
11742,5142,2023,1,48,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"220.843","11742_5142"
11743,5143,2023,1,20,9,6,2,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,4,2,NA,NA,NA,1,"265.846","11743_5143"
11744,5143,2023,1,20,9,6,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,35,3,"159.1946","11744_5143"
11745,5144,2023,1,20,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"179.4258","11745_5144"
11746,5144,2023,1,20,9,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"162.8226","11746_5144"
11747,5144,2023,1,20,9,6,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,4,4,1,1,40,1,"167.4031","11747_5144"
11748,5144,2023,1,20,9,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,8,2,NA,NA,40,2,"186.8576","11748_5144"
11749,5145,2023,1,20,3,6,3,10,2,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,44,1,"156.8362","11749_5145"
11750,5145,2023,1,20,3,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,3,2,NA,NA,40,2,"139.0866","11750_5145"
11751,5145,2023,1,20,3,1,3,5,2,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,40,3,"160.2238","11751_5145"
11752,5146,2023,1,1,2,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,9,4,2,NA,NA,1,"172.9394","11752_5146"
11753,5147,2023,1,48,1,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,2,4,2,1,40,1,"219.6214","11753_5147"
11754,5148,2023,1,48,9,6,1,9,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,2,2,4,2,1,32,1,"255.7881","11754_5148"
11755,5148,2023,1,48,9,1,2,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,8,2,NA,NA,40,2,"276.7124","11755_5148"
11756,5148,2023,1,48,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"227.9543","11756_5148"
11757,5148,2023,1,48,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"227.9543","11757_5148"
11758,5149,2023,1,20,3,1,1,8,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,40,3,"167.317","11758_5149"
11759,5149,2023,1,20,3,1,1,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,6,1,2,NA,NA,NA,2,"217.2567","11759_5149"
11760,5149,2023,1,20,3,6,1,16,1,"N","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,6,1,5,NA,NA,NA,1,"230.5723","11760_5149"
11761,5150,2023,1,48,9,6,3,8,2,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,5,10,4,2,1,60,4,"273.6543","11761_5150"
11762,5150,2023,1,48,9,6,1,17,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,1,4,2,NA,NA,NA,1,"300.3176","11762_5150"
11763,5151,2023,1,1,9,6,2,5,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,4,"28.4826","11763_5151"
11764,5151,2023,1,1,9,6,2,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,2,4,2,1,40,1,"27.3928","11764_5151"
11765,5151,2023,1,1,9,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"27.3887","11765_5151"
11766,5152,2023,1,20,3,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,2,NA,NA,1,"97.9082","11766_5152"
11767,5152,2023,1,20,3,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,2,NA,NA,2,"103.9089","11767_5152"
11768,5153,2023,1,1,2,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,2,1,NA,NA,40,1,"209.3471","11768_5153"
11769,5153,2023,1,1,2,6,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,8,2,NA,NA,40,2,"197.6681","11769_5153"
11770,5153,2023,1,1,2,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"190.3693","11770_5153"
11771,5153,2023,1,1,2,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"202.7773","11771_5153"
11772,5154,2023,1,48,9,1,1,11,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,1,4,4,2,1,45,1,"184.4471","11772_5154"
11773,5154,2023,1,48,9,6,1,10,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,7,2,NA,NA,NA,2,"183.1804","11773_5154"
11774,5154,2023,1,48,9,6,1,4,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,3,"187.1035","11774_5154"
11775,5155,2023,1,20,9,6,1,13,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,10,4,2,1,16,1,"192.4721","11775_5155"
11776,5155,2023,1,20,9,1,1,5,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,4,4,2,NA,NA,3,"203.4398","11776_5155"
11777,5155,2023,1,20,9,6,1,6,1,"N","S",4,2,1,2,"S",1,1,"S",6,3,"S",1,2,4,2,4,2,5,40,3,"273.0851","11777_5155"
11778,5155,2023,1,20,9,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,8,4,2,NA,NA,45,2,"210.5607","11778_5155"
11779,5156,2023,1,48,9,1,1,1,2,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"137.8016","11779_5156"
11780,5156,2023,1,48,9,1,3,9,2,"N","N",4,4,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,1,4,2,1,40,1,"162.5473","11780_5156"
11781,5156,2023,1,48,9,6,3,8,2,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,2,"196.9139","11781_5156"
11782,5156,2023,1,48,9,6,1,2,2,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"137.5204","11782_5156"
11783,5157,2023,1,20,9,1,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,1,"193.8845","11783_5157"
11784,5157,2023,1,20,9,6,1,13,1,"N","N",3,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,9,4,2,NA,NA,2,"130.8454","11784_5157"
11785,5158,2023,1,48,1,1,3,9,2,"S","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,2,8,2,NA,NA,45,1,"348.2803","11785_5158"
11786,5158,2023,1,48,1,6,1,8,1,"N","S",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,2,4,4,2,5,30,2,"209.5188","11786_5158"
11787,5159,2023,1,20,9,1,1,9,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,3,NA,NA,40,1,"190.1553","11787_5159"
11788,5160,2023,1,1,9,1,2,9,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,6,1,2,NA,NA,42,3,"40.8741","11788_5160"
11789,5160,2023,1,1,9,6,2,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,6,1,4,2,NA,NA,1,"76.5625","11789_5160"
11790,5160,2023,1,1,9,1,1,16,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,6,1,2,NA,NA,NA,2,"72.9777","11790_5160"
11791,5161,2023,1,48,9,1,1,15,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,6,1,4,2,NA,NA,1,"83.9503","11791_5161"
11792,5161,2023,1,48,9,6,1,14,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,2,"83.9304","11792_5161"
11793,5162,2023,1,48,1,6,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,3,4,2,1,40,1,"170.3738","11793_5162"
11794,5162,2023,1,48,1,1,2,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,2,"211.015","11794_5162"
11795,5163,2023,1,48,9,6,1,9,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,5,9,4,1,1,0,2,"205.6883","11795_5163"
11796,5163,2023,1,48,9,1,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"185.1387","11796_5163"
11797,5163,2023,1,48,9,1,1,10,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,6,3,NA,NA,38,1,"204.7445","11797_5163"
11798,5164,2023,1,48,9,6,2,17,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,2,"174.6671","11798_5164"
11799,5164,2023,1,48,9,1,2,18,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,2,4,2,NA,NA,1,"174.7086","11799_5164"
11800,5165,2023,1,48,1,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,9,4,2,2,35,1,"199.7622","11800_5165"
11801,5165,2023,1,48,1,1,1,5,1,"N","S",4,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,5,4,4,2,NA,NA,3,"185.9652","11801_5165"
